Turn,Completed Tasks,Tasks/Turn
100,17,0.17
200,26,0.13
300,37,0.12333333333333334
400,44,0.11
500,58,0.116
600,68,0.11333333333333333
700,77,0.11
800,88,0.11
900,95,0.10555555555555556
1000,104,0.104
1100,114,0.10363636363636364
1200,120,0.1
1300,129,0.09923076923076923
1400,138,0.09857142857142857
1500,146,0.09733333333333333
1600,151,0.094375
1700,163,0.09588235294117647
1800,169,0.09388888888888888
1900,181,0.09526315789473684
2000,186,0.093
2100,197,0.09380952380952381
2200,205,0.09318181818181819
2300,220,0.09565217391304348
2400,227,0.09458333333333334
2500,239,0.0956
2600,248,0.09538461538461539
2700,257,0.09518518518518519
2800,263,0.09392857142857143
2900,282,0.09724137931034482
3000,288,0.096
3100,294,0.09483870967741935
3200,307,0.0959375
3300,312,0.09454545454545454
3400,323,0.095
3500,330,0.09428571428571429
3600,342,0.095
3700,348,0.09405405405405405
3800,360,0.09473684210526316
3900,370,0.09487179487179487
4000,385,0.09625
4100,393,0.09585365853658537
4200,401,0.09547619047619048
4300,414,0.09627906976744185
4400,429,0.0975
4500,436,0.09688888888888889
4600,441,0.0958695652173913
4700,451,0.09595744680851064
4800,457,0.09520833333333334
4900,462,0.09428571428571429
5000,472,0.0944
5100,482,0.09450980392156863
5200,491,0.09442307692307693
5300,500,0.09433962264150944
5400,508,0.09407407407407407
5500,514,0.09345454545454546
5600,524,0.09357142857142857
5700,533,0.09350877192982456
5800,544,0.09379310344827586
5900,550,0.09322033898305085
6000,563,0.09383333333333334
6100,573,0.09393442622950819
6200,581,0.09370967741935483
6300,593,0.09412698412698413
6400,599,0.09359375
6500,606,0.09323076923076923
6600,616,0.09333333333333334
6700,621,0.0926865671641791
6800,632,0.09294117647058824
6900,637,0.09231884057971014
7000,647,0.09242857142857143
7100,655,0.09225352112676057
7200,661,0.09180555555555556
7300,672,0.09205479452054795
7400,686,0.0927027027027027
7500,693,0.0924
7600,706,0.09289473684210527
7700,719,0.09337662337662338
7800,726,0.09307692307692307
7900,736,0.09316455696202532
8000,745,0.093125
8100,750,0.09259259259259259
8200,759,0.0925609756097561
8300,764,0.09204819277108434
8400,775,0.09226190476190477
8500,782,0.092
8600,793,0.0922093023255814
8700,799,0.09183908045977011
8800,804,0.09136363636363637
8900,815,0.09157303370786517
9000,821,0.09122222222222222
9100,831,0.09131868131868132
9200,836,0.0908695652173913
9300,847,0.0910752688172043
9400,856,0.09106382978723404
9500,871,0.09168421052631578
9600,877,0.09135416666666667
9700,887,0.09144329896907216
9800,897,0.09153061224489796
9900,905,0.09141414141414142
10000,917,0.0917
10100,924,0.09148514851485148
10200,934,0.09156862745098039
10300,941,0.09135922330097088
10400,947,0.09105769230769231
10500,959,0.09133333333333334
