Turn,Completed Tasks,Tasks/Turn
100,446,4.46
200,895,4.475
300,1337,4.456666666666667
400,1757,4.3925
500,2175,4.35
600,2564,4.273333333333333
700,2939,4.198571428571428
800,3269,4.08625
900,3597,3.9966666666666666
1000,3914,3.914
1100,4240,3.8545454545454545
1200,4559,3.799166666666667
1300,4886,3.7584615384615385
1400,5217,3.7264285714285714
1500,5535,3.69
1600,5847,3.654375
1700,6186,3.6388235294117646
1800,6514,3.618888888888889
1900,6857,3.6089473684210525
2000,7191,3.5955
2100,7500,3.5714285714285716
2200,7839,3.563181818181818
2300,8155,3.5456521739130435
2400,8477,3.5320833333333335
2500,8792,3.5168
2600,9097,3.498846153846154
2700,9394,3.4792592592592593
2800,9684,3.4585714285714286
2900,9978,3.440689655172414
3000,10284,3.428
3100,10579,3.4125806451612903
3200,10870,3.396875
3300,11160,3.381818181818182
3400,11459,3.3702941176470587
3500,11757,3.359142857142857
3600,12030,3.341666666666667
3700,12310,3.327027027027027
3800,12608,3.3178947368421055
3900,12885,3.3038461538461537
4000,13177,3.29425
4100,13460,3.2829268292682925
4200,13758,3.275714285714286
4300,14040,3.2651162790697676
4400,14324,3.2554545454545454
4500,14604,3.2453333333333334
4600,14900,3.239130434782609
4700,15197,3.233404255319149
4800,15488,3.2266666666666666
4900,15760,3.216326530612245
5000,16049,3.2098
5100,16336,3.2031372549019608
5200,16617,3.195576923076923
5300,16897,3.1881132075471696
5400,17179,3.1812962962962965
5500,17477,3.177636363636364
5600,17760,3.1714285714285713
5700,18039,3.1647368421052633
5800,18339,3.161896551724138
5900,18624,3.1566101694915254
6000,18920,3.1533333333333333
6100,19219,3.150655737704918
6200,19518,3.148064516129032
6300,19813,3.144920634920635
6400,20100,3.140625
6500,20397,3.138
6600,20688,3.1345454545454547
6700,20978,3.131044776119403
6800,21264,3.1270588235294117
6900,21558,3.1243478260869564
7000,21858,3.1225714285714288
7100,22140,3.1183098591549294
7200,22439,3.116527777777778
7300,22724,3.112876712328767
7400,23018,3.1105405405405406
7500,23314,3.1085333333333334
7600,23600,3.1052631578947367
7700,23878,3.101038961038961
7800,24180,3.1
7900,24480,3.09873417721519
8000,24777,3.097125
8100,25060,3.093827160493827
8200,25357,3.0923170731707317
8300,25639,3.0890361445783134
8400,25928,3.0866666666666664
8500,26219,3.0845882352941176
8600,26514,3.0830232558139534
8700,26784,3.0786206896551724
8800,27077,3.0769318181818184
8900,27369,3.0751685393258428
9000,27658,3.073111111111111
9100,27944,3.0707692307692307
9200,28238,3.0693478260869567
9300,28519,3.066559139784946
9400,28804,3.0642553191489363
9500,29100,3.0631578947368423
9600,29395,3.0619791666666667
9700,29679,3.0596907216494844
9800,29974,3.0585714285714287
9900,30264,3.056969696969697
10000,30559,3.0559
10100,30859,3.055346534653465
10200,31159,3.0548039215686273
10300,31438,3.052233009708738
10400,31724,3.0503846153846155
10500,32019,3.0494285714285714
10600,32318,3.048867924528302
10700,32612,3.0478504672897198
10800,32900,3.0462962962962963
10900,33194,3.0453211009174312
11000,33499,3.0453636363636365
11100,33795,3.0445945945945945
11200,34084,3.043214285714286
11300,34380,3.0424778761061946
11400,34680,3.042105263157895
11500,34979,3.0416521739130435
11600,35268,3.040344827586207
11700,35568,3.04
11800,35860,3.038983050847458
11900,36149,3.037731092436975
12000,36448,3.037333333333333
12100,36740,3.036363636363636
12200,37038,3.0359016393442624
12300,37320,3.0341463414634147
12400,37618,3.033709677419355
12500,37904,3.03232
12600,38179,3.030079365079365
12700,38477,3.029685039370079
12800,38757,3.027890625
12900,39039,3.0262790697674418
13000,39320,3.0246153846153847
13100,39600,3.0229007633587788
13200,39898,3.0225757575757575
13300,40194,3.022105263157895
13400,40493,3.021865671641791
13500,40789,3.0214074074074073
13600,41078,3.0204411764705883
13700,41378,3.0202919708029197
13800,41677,3.020072463768116
13900,41964,3.0189928057553956
14000,42248,3.017714285714286
14100,42520,3.0156028368794328
14200,42804,3.0143661971830986
14300,43098,3.013846153846154
14400,43384,3.012777777777778
14500,43679,3.012344827586207
14600,43975,3.011986301369863
14700,44260,3.0108843537414964
14800,44559,3.010743243243243
14900,44839,3.009328859060403
15000,45128,3.0085333333333333
15100,45419,3.0078807947019865
15200,45700,3.0065789473684212
15300,45978,3.005098039215686
15400,46259,3.003831168831169
15500,46550,3.003225806451613
15600,46838,3.0024358974358973
15700,47129,3.0018471337579617
15800,47418,3.0011392405063293
15900,47709,3.000566037735849
16000,48005,3.0003125
16100,48309,3.00055900621118
16200,48593,2.9995679012345677
16300,48878,2.998650306748466
16400,49175,2.9984756097560976
16500,49460,2.9975757575757576
16600,49758,2.9974698795180723
16700,50037,2.99622754491018
16800,50324,2.9954761904761904
16900,50632,2.995976331360947
17000,50924,2.9955294117647058
17100,51219,2.995263157894737
17200,51504,2.994418604651163
17300,51804,2.994450867052023
17400,52098,2.9941379310344827
17500,52397,2.9941142857142857
17600,52684,2.993409090909091
17700,52979,2.9931638418079096
17800,53277,2.9930898876404495
17900,53560,2.9921787709497205
18000,53835,2.9908333333333332
18100,54116,2.9898342541436462
18200,54399,2.988956043956044
18300,54674,2.9876502732240438
18400,54960,2.9869565217391303
18500,55248,2.986378378378378
18600,55537,2.9858602150537634
18700,55818,2.9849197860962566
18800,56099,2.9839893617021276
18900,56384,2.9832804232804233
19000,56680,2.9831578947368422
19100,56968,2.9826178010471205
19200,57264,2.9825
19300,57565,2.982642487046632
19400,57859,2.982422680412371
19500,58157,2.9824102564102564
19600,58448,2.9820408163265304
19700,58738,2.9816243654822334
19800,59024,2.981010101010101
19900,59313,2.9805527638190954
20000,59597,2.97985
20100,59880,2.97910447761194
20200,60177,2.979059405940594
20300,60472,2.9789162561576354
20400,60768,2.978823529411765
20500,61060,2.9785365853658536
20600,61354,2.978349514563107
20700,61657,2.978599033816425
20800,61955,2.9786057692307693
20900,62255,2.978708133971292
21000,62540,2.978095238095238
21100,62838,2.978104265402844
21200,63120,2.9773584905660377
21300,63428,2.9778403755868545
21400,63724,2.9777570093457943
21500,64020,2.9776744186046513
21600,64324,2.977962962962963
21700,64615,2.9776497695852533
21800,64898,2.97697247706422
21900,65180,2.976255707762557
22000,65478,2.976272727272727
22100,65778,2.9763800904977376
22200,66073,2.976261261261261
22300,66359,2.9757399103139015
22400,66650,2.9754464285714284
22500,66933,2.9748
22600,67225,2.974557522123894
22700,67518,2.974361233480176
22800,67820,2.9745614035087717
22900,68100,2.9737991266375547
23000,68395,2.973695652173913
23100,68694,2.973766233766234
23200,68970,2.972844827586207
23300,69264,2.972703862660944
23400,69554,2.9723931623931623
23500,69857,2.9726382978723405
23600,70153,2.972584745762712
23700,70438,2.972067510548523
23800,70724,2.971596638655462
23900,71008,2.9710460251046027
24000,71294,2.9705833333333334
24100,71578,2.9700414937759336
24200,71859,2.969380165289256
24300,72152,2.9692181069958847
24400,72444,2.969016393442623
24500,72740,2.9689795918367348
24600,73037,2.968983739837398
24700,73324,2.968582995951417
24800,73617,2.9684274193548386
24900,73900,2.967871485943775
25000,74198,2.96792
25100,74494,2.9678884462151394
25200,74784,2.967619047619048
25300,75078,2.967509881422925
25400,75375,2.96751968503937
25500,75659,2.9670196078431372
25600,75957,2.9670703125
25700,76245,2.9667315175097277
25800,76534,2.9664341085271317
25900,76810,2.9656370656370656
26000,77098,2.965307692307692
26100,77380,2.964750957854406
26200,77668,2.9644274809160307
26300,77950,2.963878326996198
26400,78244,2.963787878787879
26500,78544,2.9639245283018867
26600,78829,2.9634962406015037
26700,79098,2.9624719101123596
26800,79373,2.961679104477612
26900,79660,2.9613382899628253
27000,79954,2.9612592592592595
27100,80245,2.961070110701107
27200,80537,2.960919117647059
27300,80818,2.9603663003663003
27400,81108,2.96014598540146
27500,81400,2.96
27600,81678,2.9593478260869563
27700,81953,2.958592057761733
27800,82240,2.958273381294964
27900,82539,2.9583870967741936
28000,82832,2.958285714285714
28100,83124,2.958149466192171
28200,83428,2.9584397163120566
28300,83717,2.9581978798586572
28400,84012,2.958169014084507
28500,84300,2.957894736842105
28600,84593,2.957797202797203
28700,84884,2.957630662020906
28800,85177,2.9575347222222224
28900,85459,2.9570588235294117
29000,85758,2.9571724137931032
29100,86053,2.957147766323024
29200,86344,2.956986301369863
29300,86638,2.956928327645051
29400,86919,2.9564285714285714
29500,87218,2.956542372881356
29600,87500,2.956081081081081
29700,87779,2.9555218855218857
29800,88074,2.955503355704698
29900,88354,2.9549832775919733
30000,88640,2.9546666666666668
30100,88929,2.954451827242525
30200,89224,2.954437086092715
30300,89519,2.9544224422442245
30400,89817,2.9545065789473686
30500,90114,2.95455737704918
30600,90409,2.9545424836601306
30700,90700,2.954397394136808
30800,90998,2.9544805194805193
30900,91285,2.9542071197411004
31000,91584,2.954322580645161
31100,91864,2.9538263665594857
31200,92160,2.953846153846154
31300,92453,2.9537699680511182
31400,92750,2.9538216560509554
31500,93039,2.9536190476190476
31600,93324,2.9532911392405063
31700,93617,2.953217665615142
31800,93900,2.952830188679245
31900,94197,2.952884012539185
32000,94480,2.9525
32100,94768,2.952274143302181
32200,95060,2.9521739130434783
32300,95357,2.9522291021671827
32400,95640,2.9518518518518517
32500,95938,2.9519384615384614
32600,96235,2.951993865030675
32700,96518,2.9516207951070337
