Turn,Completed Tasks,Tasks/Turn
100,294,2.94
200,558,2.79
300,864,2.88
400,1162,2.905
500,1440,2.88
600,1691,2.8183333333333334
700,1949,2.7842857142857143
800,2228,2.785
900,2497,2.7744444444444443
1000,2750,2.75
1100,3041,2.7645454545454546
1200,3299,2.7491666666666665
1300,3571,2.746923076923077
1400,3850,2.75
1500,4096,2.7306666666666666
1600,4374,2.73375
1700,4626,2.7211764705882353
1800,4896,2.72
1900,5171,2.721578947368421
2000,5424,2.712
2100,5675,2.7023809523809526
2200,5946,2.7027272727272726
2300,6201,2.696086956521739
2400,6480,2.7
2500,6757,2.7028
2600,7037,2.7065384615384613
2700,7290,2.7
2800,7555,2.6982142857142857
2900,7854,2.7082758620689655
3000,8111,2.703666666666667
3100,8369,2.6996774193548387
3200,8637,2.6990625
3300,8884,2.692121212121212
3400,9184,2.7011764705882353
3500,9456,2.7017142857142855
3600,9734,2.703888888888889
3700,10017,2.7072972972972975
3800,10278,2.7047368421052633
3900,10562,2.7082051282051283
4000,10835,2.70875
4100,11102,2.7078048780487807
4200,11391,2.712142857142857
4300,11646,2.708372093023256
4400,11915,2.7079545454545455
4500,12177,2.706
4600,12471,2.711086956521739
4700,12762,2.71531914893617
4800,13032,2.715
4900,13315,2.7173469387755103
5000,13577,2.7154
5100,13838,2.7133333333333334
5200,14120,2.7153846153846155
5300,14386,2.7143396226415093
5400,14650,2.712962962962963
5500,14921,2.7129090909090907
5600,15178,2.7103571428571427
5700,15490,2.7175438596491226
5800,15737,2.7132758620689654
5900,16020,2.7152542372881356
6000,16290,2.715
6100,16558,2.714426229508197
6200,16816,2.712258064516129
6300,17089,2.7125396825396826
6400,17357,2.71203125
6500,17656,2.716307692307692
6600,17933,2.7171212121212123
6700,18215,2.7186567164179105
6800,18468,2.7158823529411764
6900,18737,2.7155072463768115
7000,19018,2.7168571428571426
7100,19278,2.7152112676056337
7200,19543,2.7143055555555557
7300,19799,2.712191780821918
7400,20087,2.7144594594594595
7500,20344,2.7125333333333335
7600,20609,2.7117105263157897
7700,20858,2.708831168831169
7800,21100,2.7051282051282053
7900,21364,2.7043037974683544
8000,21654,2.70675
8100,21939,2.7085185185185185
8200,22174,2.7041463414634146
8300,22462,2.706265060240964
8400,22714,2.704047619047619
8500,22981,2.7036470588235293
8600,23252,2.703720930232558
8700,23508,2.7020689655172414
8800,23758,2.699772727272727
8900,24057,2.7030337078651687
9000,24352,2.7057777777777776
9100,24624,2.705934065934066
9200,24875,2.703804347826087
9300,25150,2.704301075268817
9400,25431,2.7054255319148934
9500,25680,2.703157894736842
9600,25934,2.7014583333333335
9700,26200,2.7010309278350517
9800,26458,2.699795918367347
9900,26703,2.6972727272727273
10000,26953,2.6953
10100,27210,2.6940594059405942
10200,27447,2.6908823529411765
10300,27701,2.6894174757281553
10400,27949,2.6874038461538463
10500,28203,2.686
10600,28458,2.6847169811320755
10700,28708,2.6829906542056077
10800,28979,2.683240740740741
10900,29243,2.6828440366972477
11000,29518,2.6834545454545453
11100,29785,2.683333333333333
11200,30039,2.6820535714285714
11300,30322,2.6833628318584073
11400,30596,2.683859649122807
11500,30867,2.6840869565217393
11600,31134,2.683965517241379
11700,31373,2.6814529914529914
11800,31622,2.679830508474576
11900,31885,2.679411764705882
12000,32144,2.6786666666666665
12100,32418,2.6791735537190084
12200,32670,2.6778688524590164
12300,32933,2.6774796747967478
12400,33188,2.6764516129032256
12500,33471,2.67768
12600,33727,2.6767460317460317
12700,33989,2.6762992125984253
12800,34290,2.67890625
12900,34554,2.678604651162791
13000,34825,2.6788461538461537
13100,35097,2.6791603053435114
13200,35350,2.678030303030303
13300,35640,2.6796992481203006
13400,35901,2.679179104477612
13500,36141,2.677111111111111
13600,36431,2.67875
13700,36690,2.678102189781022
13800,36960,2.6782608695652175
13900,37233,2.6786330935251796
14000,37510,2.6792857142857143
14100,37779,2.6793617021276597
14200,38033,2.6783802816901408
14300,38304,2.6786013986013986
14400,38589,2.6797916666666666
14500,38831,2.678
14600,39092,2.6775342465753424
14700,39344,2.6764625850340136
14800,39582,2.6744594594594595
14900,39852,2.6746308724832213
15000,40118,2.674533333333333
15100,40406,2.675894039735099
15200,40671,2.6757236842105265
15300,40936,2.6755555555555555
15400,41199,2.6752597402597402
15500,41471,2.6755483870967742
15600,41776,2.677948717948718
15700,42029,2.6770063694267514
15800,42299,2.677151898734177
15900,42551,2.676163522012579
16000,42835,2.6771875
16100,43098,2.6768944099378884
16200,43356,2.676296296296296
16300,43608,2.6753374233128833
16400,43884,2.6758536585365853
16500,44134,2.6747878787878787
16600,44404,2.674939759036145
16700,44673,2.6750299401197606
16800,44938,2.6748809523809522
16900,45195,2.6742603550295856
17000,45450,2.6735294117647057
17100,45695,2.672222222222222
17200,45964,2.672325581395349
17300,46235,2.672543352601156
17400,46492,2.6719540229885057
17500,46757,2.671828571428571
17600,47027,2.6719886363636363
17700,47291,2.67180790960452
17800,47553,2.671516853932584
17900,47807,2.670782122905028
18000,48083,2.6712777777777776
18100,48357,2.6716574585635358
18200,48616,2.6712087912087914
18300,48876,2.6708196721311475
18400,49121,2.6696195652173915
18500,49392,2.669837837837838
18600,49662,2.67
18700,49927,2.6698930481283423
18800,50202,2.67031914893617
18900,50486,2.6712169312169314
19000,50740,2.670526315789474
19100,50994,2.669842931937173
19200,51269,2.670260416666667
19300,51529,2.6698963730569947
19400,51786,2.669381443298969
19500,52072,2.670358974358974
19600,52326,2.6696938775510204
19700,52614,2.670761421319797
19800,52889,2.671161616161616
19900,53170,2.671859296482412
